transaction_amount,account_age_days,previous_transactions,failed_transactions,transaction_hour,is_international,device_change,is_fraud
99173,689,3,5,16,0,1,1
17827,2428,83,2,5,1,0,0
4458,1485,49,5,2,1,1,1
65208,960,47,6,19,1,0,1
94118,478,77,5,23,0,1,1
32217,707,29,9,3,1,1,1
88800,1138,28,5,7,0,0,1
32010,754,7,0,19,0,0,0
98132,1660,11,2,8,1,0,1
55854,588,40,6,21,1,1,1
62538,1335,25,3,0,0,1,0
29471,1493,49,3,12,0,1,0
51601,1848,1,6,1,1,1,1
61046,207,54,8,22,0,0,0
38567,2199,55,1,9,1,0,0
17725,165,13,8,22,1,0,1
33993,1999,5,2,18,0,0,0
76429,2085,94,5,16,0,0,1
31107,333,80,3,23,0,1,0
91402,403,88,0,12,0,1,1
39632,414,60,8,13,0,0,0
54353,45,95,5,10,1,1,1
12423,2254,11,7,9,1,1,1
73479,62,12,1,6,1,1,1
14310,2468,18,6,9,1,0,1
16556,868,43,5,23,0,1,1
31467,1492,88,1,0,1,0,0
54724,19,94,1,13,0,1,1
10206,365,58,3,2,0,1,0
68108,2476,36,3,12,0,0,0
72340,1141,24,2,1,0,0,0
64415,580,15,7,16,0,0,0
69349,546,37,6,20,1,0,1
70687,1730,42,1,2,0,1,1
10856,2373,86,2,14,0,0,0
68111,55,13,9,7,1,0,1
36478,778,5,8,5,1,1,1
4355,42,88,4,8,1,1,1
14584,1321,22,1,10,0,1,0
56649,231,59,2,21,0,0,0
34603,453,11,7,1,0,0,0
73894,2442,12,3,8,0,1,1
45213,1546,99,1,17,1,1,1
74169,1382,97,1,18,1,1,1
98217,1468,5,5,21,1,0,1
5349,1152,62,7,17,1,1,1
19301,2440,37,6,4,1,0,1
58676,1217,49,3,17,1,0,0
9786,881,51,1,11,0,1,0
53463,85,39,8,3,0,0,0
97643,1054,7,3,14,1,0,1
761,49,60,8,10,1,0,1
44943,1169,7,4,18,1,0,0
95773,69,96,6,4,1,0,1
61063,1702,33,4,5,0,0,0
42928,1599,78,1,12,0,1,0
48704,2195,99,5,22,0,0,0
10626,1870,59,6,9,1,1,1
69010,1016,56,5,23,1,0,1
25692,446,98,2,13,1,1,1
29082,2269,45,9,3,0,1,1
307,1402,21,7,19,0,1,1
88833,2143,86,2,22,0,0,0
99036,262,39,4,11,1,0,1
68719,1849,44,8,14,0,0,0
29428,897,54,4,9,0,0,0
46579,1095,50,6,10,1,0,1
20203,2267,85,6,8,0,0,0
39991,1557,4,4,10,1,1,1
10854,92,94,1,1,1,0,0
81537,127,12,4,12,1,0,1
98640,80,27,6,21,0,0,1
73082,1848,83,6,7,0,1,1
56022,983,96,3,20,1,1,1
48331,916,79,0,20,0,1,0
29401,694,61,5,7,1,1,1
91752,25,92,2,0,0,0,1
62811,156,86,4,5,1,0,0
41423,1813,23,3,12,1,1,1
18852,1554,97,1,8,0,1,0
98012,1967,6,6,5,1,0,1
82305,1734,37,4,14,1,1,1
98552,1081,36,6,22,1,1,1
13495,1629,67,8,15,1,1,1
86057,19,97,3,3,1,1,1
56373,1408,41,4,16,0,0,0
91978,1217,85,8,8,0,1,1
4995,2285,4,9,11,1,0,1
76659,1411,63,3,21,0,1,1
10799,277,49,4,18,1,1,1
65161,745,86,4,19,1,0,0
9815,552,14,7,11,1,0,1
19269,1177,94,3,21,1,1,1
16263,639,72,3,5,1,1,1
5882,237,52,6,11,0,1,1
88277,998,24,4,8,0,0,0
84428,2103,88,5,19,0,1,1
35685,2004,84,5,4,0,1,1
30782,1460,8,5,20,0,0,0
47964,2157,37,9,2,0,1,1
84516,1208,21,4,1,1,1,1
55214,1392,86,4,7,0,1,0
38167,2007,48,8,9,1,0,1
42785,1222,67,7,14,1,1,1
18173,1395,92,3,8,0,1,0
36135,373,14,6,9,0,1,1
65077,1521,64,7,10,1,1,1
90473,2249,53,8,8,1,0,1
83462,849,29,4,13,1,1,1
90617,1346,92,2,4,1,1,1
65550,2323,19,3,8,1,1,1
10482,2259,32,9,3,0,1,1
4537,504,99,5,1,0,0,0
71071,703,85,9,18,1,1,1
64712,2090,76,4,0,1,1,1
90455,315,6,8,20,1,0,1
62029,2377,7,2,0,1,1,1
97618,1041,27,1,11,1,0,1
98964,283,44,5,10,1,1,1
12429,258,72,6,0,1,0,1
25269,575,88,4,13,1,0,0
87568,574,79,0,10,0,1,1
34694,1043,73,2,6,1,0,0
77057,1553,10,2,1,1,0,1
60731,423,30,3,14,0,1,0
45133,1490,11,9,7,1,1,1
63233,1397,94,5,21,1,1,1
73265,758,77,4,19,1,1,1
73961,1105,50,0,14,1,1,1
52390,1575,43,5,7,0,1,1
94131,2472,95,8,9,1,1,1
31850,429,49,0,18,1,1,1
95255,2022,16,7,2,1,1,1
40561,204,34,7,19,0,0,0
73900,2244,0,2,13,1,0,1
78322,2333,28,8,8,1,0,1
24326,1993,50,7,8,0,0,0
6821,2244,63,2,20,0,0,0
56254,307,3,9,5,0,0,0
20709,1688,86,4,7,0,0,0
52230,14,27,2,10,1,1,1
73009,1861,15,4,7,0,0,0
55349,1962,62,8,11,0,0,0
48995,1081,75,3,9,0,0,0
94573,723,52,5,22,1,0,1
5756,780,84,2,3,0,0,0
74620,1234,16,2,15,1,1,1
63840,529,39,4,19,1,0,0
64409,798,12,7,5,0,0,0
30084,344,51,7,8,1,1,1
73922,1303,57,2,22,0,0,0
6001,209,95,7,4,0,1,1
31652,641,36,7,20,1,1,1
91345,1312,78,2,23,1,1,1
31155,2300,75,9,5,1,0,1
37785,2319,60,9,16,1,0,1
74065,1948,78,1,16,0,1,1
14816,920,33,9,23,1,0,1
11238,1724,69,1,21,1,0,0
35398,2045,16,8,12,1,1,1
51212,419,19,6,16,1,1,1
23529,1750,72,5,13,0,0,0
50300,1389,58,6,1,0,1,1
71408,1100,68,7,18,1,1,1
48344,2481,86,0,2,1,0,0
17447,2157,32,7,1,0,0,0
17020,1546,77,2,1,0,1,0
31922,1071,16,2,21,0,0,0
46759,2427,56,5,6,0,0,0
40208,1851,82,3,3,1,0,0
89199,1120,96,3,16,1,0,1
8067,958,0,3,5,0,0,0
11971,103,12,9,6,0,0,0
94399,1170,26,8,19,1,1,1
77552,1904,69,7,5,1,1,1
74370,1756,58,2,8,0,1,1
33713,679,5,0,19,1,1,1
28279,1969,96,0,3,0,1,0
52288,989,93,0,4,1,0,0
55199,1106,98,3,18,1,0,0
35362,2476,22,5,9,0,1,1
78313,1608,9,3,17,1,0,1
18368,1503,50,2,14,0,1,0
77966,1790,18,7,0,1,0,1
86369,1186,50,7,4,0,1,1
60645,932,91,5,4,0,0,0
92922,1426,86,8,7,0,1,1
72246,1062,67,9,21,1,0,1
72066,1979,83,0,21,0,1,1
40022,2441,82,7,21,0,0,0
79464,2043,41,5,19,1,0,1
43013,1279,90,0,14,1,1,1
97133,1203,56,3,16,0,1,1
55777,594,97,4,18,0,1,0
49941,2437,67,6,12,1,1,1
46432,1422,37,7,21,1,1,1
92162,2206,61,8,20,1,1,1
95794,1028,6,5,9,0,1,1
25132,2215,70,9,16,1,1,1
37946,960,49,8,4,0,0,0
59574,2457,51,3,17,0,0,0
45036,2242,25,7,16,0,0,0
29894,2283,25,2,3,1,0,0
61688,1174,18,3,21,1,1,1
71084,816,8,9,6,1,0,1
50431,404,60,3,4,0,0,0
94497,893,19,5,7,0,1,1
28241,68,49,8,7,1,0,1
9174,88,79,5,10,1,1,1
6506,2265,80,0,8,0,0,0
97459,2049,21,4,18,0,0,0
23391,1159,12,8,18,0,1,1
41668,1721,11,4,8,0,1,0
97639,1375,9,5,22,1,0,1
46951,2188,64,2,19,0,0,0
54923,2181,95,7,16,0,0,0
23412,1644,29,9,15,1,1,1
43208,178,7,3,6,1,1,1
67018,1382,20,3,21,1,1,1
34271,2428,21,4,2,1,1,1
41879,908,17,9,20,0,1,1
68928,2498,65,8,18,0,1,1
98823,586,47,7,7,0,0,1
12511,990,43,6,4,0,1,1
57109,1132,8,4,5,0,1,0
15522,2170,66,8,1,1,0,1
42568,2065,53,8,23,1,0,1
32471,1220,25,9,18,0,1,1
57122,2375,84,9,12,1,1,1
71329,318,93,1,5,0,1,1
99171,1503,91,3,5,0,1,1
51296,2035,99,7,1,0,0,0
80454,2043,25,0,23,0,0,0
96874,503,33,4,4,0,0,0
96510,2023,7,7,10,1,1,1
26815,119,9,1,10,1,0,0
27705,710,47,1,23,0,1,0
99953,45,54,7,13,0,0,1
31274,314,53,9,12,1,1,1
10056,418,77,8,7,0,1,1
76473,1102,39,6,14,0,0,1
69352,326,14,7,11,0,0,0
62049,1440,80,4,2,1,1,1
62746,1987,17,0,20,0,0,0
70117,2262,95,3,22,0,1,1
63137,74,22,1,4,1,1,1
89918,1603,61,2,5,0,0,0
6648,509,45,2,1,0,0,0
73394,2380,86,8,7,1,1,1
23277,688,98,9,4,1,1,1
24122,657,38,3,21,0,1,0
5642,1543,14,1,16,1,1,1
91112,1293,52,2,1,0,1,1
96420,1400,87,2,10,0,1,1
60528,1553,63,6,3,1,0,1
22840,1076,62,7,10,0,0,0
59453,325,91,5,8,1,0,1
90453,992,79,3,5,1,1,1
56632,1994,15,5,23,1,1,1
16152,717,69,0,1,0,0,0
47176,277,65,9,14,1,0,1
53520,152,12,7,4,0,0,0
771,955,46,0,11,1,1,1
263,1507,8,4,12,1,1,1
41524,259,62,1,16,0,1,0
53844,2372,33,5,3,0,0,0
70431,869,80,8,9,1,0,1
10734,1192,90,4,0,0,0,0
4898,688,28,3,10,0,1,0
22520,310,36,1,15,1,0,0
29400,1503,42,2,10,1,0,0
89981,473,85,5,8,0,1,1
10849,814,63,7,1,1,1,1
25221,846,23,7,6,1,0,1
37587,1165,70,4,18,1,1,1
94047,667,33,4,17,0,0,0
33461,2310,47,9,19,0,1,1
21323,1809,11,2,6,0,1,0
73030,1444,22,6,22,1,1,1
14156,1768,78,5,8,0,1,1
28480,1265,96,0,11,1,1,1
26135,355,12,3,2,1,1,1
30720,1873,86,5,22,1,0,1
19977,2025,95,5,21,1,0,1
55416,180,44,2,15,0,0,0
64141,66,98,5,6,1,1,1
53452,820,64,9,22,1,1,1
31011,1372,46,5,4,0,0,0
32884,171,57,8,22,1,0,1
3291,1391,4,8,6,0,0,0
33260,1131,76,1,18,0,1,0
90636,2487,4,3,16,0,0,0
64741,835,59,8,15,1,0,1
49823,227,95,3,20,0,0,0
3731,442,20,7,23,1,0,1
6272,2444,23,9,20,0,1,1
42180,728,17,2,18,0,0,0
89197,1605,20,2,17,0,0,0
90453,2132,53,8,18,0,1,1
20381,1037,9,9,3,1,1,1
28771,1833,23,7,0,1,1,1
51531,1849,84,0,3,0,1,0
91000,493,88,9,3,0,1,1
93061,1549,59,1,8,0,0,0
28702,1144,56,2,7,1,0,0
88889,970,22,1,1,0,0,0
51499,2401,21,2,22,0,1,0
23572,2088,67,7,5,1,0,1
49330,640,33,5,22,0,1,1
73716,173,69,6,10,0,1,1
7199,1571,27,9,3,0,0,0
25531,259,94,9,13,0,1,1
56592,517,98,5,20,1,0,1
96822,523,38,0,21,1,1,1
47784,1918,41,2,8,1,0,0
30211,2165,22,0,1,0,1,0
64036,2232,69,9,0,0,1,1
22714,1930,79,8,3,1,1,1
92360,1140,1,8,11,0,0,1
42091,2210,23,4,4,0,1,0
70576,839,16,3,8,1,0,1
61020,1090,64,8,21,1,1,1
94394,1094,69,8,3,0,0,1
63630,2495,68,2,15,1,1,1
36324,2464,59,4,1,0,0,0
7888,2489,49,2,15,1,1,1
28182,1970,92,9,15,1,1,1
89670,2444,11,1,20,0,1,1
76916,1575,46,0,23,0,0,0
83688,1581,66,9,23,1,1,1
16631,2443,64,1,21,0,1,0
88440,2374,26,7,10,0,1,1
94539,1115,47,7,0,0,0,1
44957,750,87,2,14,1,1,1
10242,1094,61,6,23,0,0,0
48455,1190,43,6,3,0,0,0
9966,2262,18,1,17,1,1,1
70167,1876,58,8,16,1,1,1
64127,1788,7,2,6,1,0,0
58006,2417,54,1,17,1,0,0
28238,1608,46,2,12,0,1,0
92701,49,1,1,19,0,0,0
30056,1076,93,7,19,1,0,1
76395,1313,93,4,9,1,1,1
5539,1650,38,2,0,0,1,0
47341,2181,44,4,1,0,0,0
42633,1190,31,7,16,1,0,1
28370,1398,64,6,21,0,1,1
78915,2421,37,5,2,0,0,1
39379,1829,76,0,16,1,0,0
23988,479,10,9,11,1,1,1
17730,832,9,0,23,1,0,0
61163,1615,58,0,11,1,0,0
35244,682,89,9,19,0,0,0
52261,1324,54,7,9,1,0,1
96818,82,19,7,6,0,1,1
91174,87,80,6,9,0,0,1
77460,2273,16,5,17,0,0,1
51079,2064,67,3,21,1,1,1
97761,822,4,0,5,0,0,0
7079,163,59,8,6,1,0,1
26289,2398,22,0,16,1,1,1
42700,1933,45,3,11,1,0,0
59660,1851,51,2,16,0,0,0
78140,1861,9,6,17,1,0,1
61658,1116,45,4,13,1,0,0
86305,2229,27,4,10,0,0,0
7010,1883,96,3,1,1,0,0
57813,923,42,0,20,0,0,0
46957,2176,25,4,0,0,1,0
35064,1450,54,3,10,1,1,1
85767,1583,47,9,1,1,1,1
25327,565,28,7,15,1,0,1
6078,471,26,1,21,1,1,1
87627,988,17,7,2,0,1,1
17253,1935,59,0,19,1,1,1
59865,224,73,3,0,1,1,1
99184,2202,68,2,20,0,0,0
39171,351,73,4,19,1,0,0
69619,1929,20,4,7,1,0,0
9603,349,23,4,18,1,1,1
60803,182,2,3,0,1,0,0
64479,637,94,7,4,1,1,1
95557,1018,61,2,0,0,0,0
57966,2227,1,3,10,1,0,0
17005,772,65,0,20,0,1,0
45938,1016,41,6,8,0,1,1
58379,2112,33,0,4,0,0,0
89589,29,41,1,1,0,0,1
26906,2420,19,6,12,1,0,1
45100,2145,96,0,17,1,1,1
22268,1894,67,2,11,0,1,0
70219,1466,44,5,13,1,1,1
38814,1227,74,5,4,1,1,1
54193,2069,41,5,23,0,0,0
55519,1126,46,1,9,1,1,1
49245,66,4,1,19,0,1,0
77525,1135,88,5,1,0,1,1
93049,338,48,9,3,1,0,1
77911,2171,36,4,11,1,0,1
2561,1729,33,6,10,1,1,1
14391,447,72,6,3,0,1,1
46904,281,69,4,10,0,0,0
77071,596,17,7,8,1,0,1
93571,1987,77,9,9,0,1,1
65046,1075,18,5,5,1,0,1
99089,210,77,4,14,1,1,1
84180,126,39,3,9,1,0,1
61432,492,16,6,21,1,1,1
77894,970,59,3,20,0,1,1
30941,581,98,4,5,1,1,1
48858,2306,92,4,0,0,1,0
76372,1212,41,0,20,0,0,0
37743,230,80,0,21,0,0,0
50508,189,71,2,23,0,1,0
44050,2058,64,2,19,0,0,0
56949,502,52,1,20,0,1,0
28144,2133,99,1,3,1,0,0
16097,49,6,5,22,0,1,1
79851,689,4,0,21,1,0,1
98705,387,23,5,13,0,0,1
24011,970,27,4,19,1,0,0
55633,1006,61,5,21,1,0,1
82666,2266,16,4,19,0,1,1
94970,1725,19,6,7,1,1,1
14671,2005,2,0,10,1,0,0
94563,2303,36,2,14,0,0,0
58041,2284,89,5,18,0,0,0
58105,1608,14,0,7,0,0,0
86350,1790,50,6,12,0,1,1
58812,271,47,3,17,0,0,0
43641,123,7,2,21,0,0,0
23487,1281,12,9,23,0,0,0
94080,1445,47,8,16,0,0,1
49008,259,2,0,5,1,0,0
85557,948,64,7,14,0,0,1
13157,2095,72,0,12,1,0,0
64128,863,30,4,17,0,0,0
55831,525,25,9,10,0,1,1
24958,888,80,7,12,0,0,0
48789,208,55,5,0,0,0,0
44738,149,33,6,17,1,0,1
91698,438,8,7,4,1,0,1
46586,2203,61,5,5,0,1,1
20667,1722,12,5,0,1,0,1
29839,358,68,5,6,0,1,1
57904,1241,40,4,3,1,1,1
3854,1931,76,7,8,0,1,1
27144,456,0,1,14,1,1,1
67360,1633,88,6,5,1,0,1
67012,629,46,3,16,1,1,1
8806,486,3,0,19,0,1,0
8994,200,99,4,17,1,0,0
18137,371,62,2,21,0,1,0
84086,1014,51,3,3,1,1,1
82042,1983,9,6,8,0,1,1
51712,1472,27,4,13,0,1,0
29825,248,5,3,2,0,0,0
6026,788,26,0,0,1,1,1
9596,2312,11,5,10,1,0,1
56547,2079,61,9,0,0,0,0
29906,1522,51,5,11,0,0,0
88299,1273,47,6,8,0,1,1
41421,605,66,0,4,1,1,1
65195,1690,45,3,14,1,0,0
22756,1418,96,8,17,1,0,1
55247,1821,73,9,8,1,0,1
91496,502,94,5,12,1,0,1
49766,549,14,1,12,0,0,0
82468,1366,70,3,23,0,0,0
38887,839,35,5,12,0,1,1
63046,1431,13,3,9,0,1,0
21827,1449,77,9,9,1,1,1
95181,848,2,6,21,1,0,1
68156,614,66,2,6,0,1,0
3181,412,85,5,21,1,0,1
34296,2480,18,3,4,0,0,0
36835,678,98,2,19,1,1,1
80202,159,75,2,6,1,0,1
79678,2062,53,1,19,0,1,1
25598,373,68,2,9,0,1,0
76965,2273,9,9,9,0,1,1
31756,1097,32,0,20,1,0,0
67795,603,12,2,23,1,0,0
38000,216,98,8,12,1,0,1
84999,1997,50,3,14,0,1,1
47801,1565,31,2,5,0,0,0
19133,1841,74,7,19,0,1,1
10905,1963,23,0,11,1,0,0
35951,727,34,4,18,1,1,1
26932,1245,82,0,10,0,1,0
63537,1066,69,6,5,0,0,0
14044,676,39,4,0,0,0,0
19973,283,53,1,1,1,1,1
40472,1082,43,0,22,1,1,1
89564,1909,61,6,14,0,0,1
15479,1153,98,0,3,0,1,0
36851,948,67,2,4,0,0,0
89922,665,32,5,14,1,0,1
5210,1718,76,5,10,1,1,1
54441,1149,55,6,9,1,0,1
12187,67,35,0,16,0,1,0
23862,2054,53,6,1,0,0,0
82717,637,18,1,19,0,1,1
9696,314,42,5,23,0,0,0
18413,565,11,7,9,0,0,0
66649,1602,10,4,19,0,1,0
23805,826,69,9,2,0,0,0
67464,1106,11,2,18,0,1,0
73545,1026,90,7,4,0,1,1
78745,2252,40,7,2,0,1,1
2123,662,24,3,7,0,1,0
59896,805,2,7,4,1,1,1
80173,2452,2,4,11,0,0,0
92297,536,83,4,13,0,0,0
64529,1392,27,2,6,1,0,0
61727,1236,22,6,10,0,0,0
33948,1921,47,8,7,1,0,1
37904,2165,66,8,4,1,0,1
15479,628,41,0,7,0,0,0
59764,749,87,0,11,0,1,0
27866,105,39,9,14,1,1,1
68199,46,5,4,18,0,1,0
36160,1355,19,0,15,0,0,0
94833,1240,10,3,13,0,1,1
69222,982,95,0,6,1,0,0
16187,960,26,1,7,1,0,0
48968,1516,20,1,6,0,0,0
23325,1837,12,3,17,0,1,0
95386,2497,85,7,23,1,1,1
6743,1482,34,1,5,1,1,1
93159,1560,46,8,18,0,0,1
36827,1508,85,8,3,0,0,0
11105,2064,27,1,22,0,0,0
65797,2001,20,0,2,1,0,0
16129,2291,17,9,16,1,1,1
14326,1974,30,9,21,0,1,1
63746,912,59,8,18,1,1,1
60703,1295,36,1,14,0,1,0
28831,1803,20,7,5,0,0,0
69026,1754,13,2,11,0,0,0
6097,115,88,0,18,0,1,0
55606,1604,90,0,5,0,0,0
78329,1323,59,9,10,1,0,1
49915,1861,22,1,19,1,1,1
42192,2445,94,6,19,0,1,1
62639,2442,28,5,9,1,0,1
66177,1099,46,1,15,0,1,0
21917,978,29,3,17,1,1,1
37961,1506,89,1,13,1,1,1
13528,1127,83,0,3,1,1,1
44034,297,37,2,11,1,1,1
10358,2226,82,3,19,0,1,0
57875,2363,26,9,22,1,1,1
81680,1063,88,4,20,1,1,1
95047,259,86,4,7,1,1,1
5569,2055,92,6,6,1,0,1
28954,2097,14,9,8,1,1,1
6356,2209,58,7,23,1,1,1
76356,1893,2,8,16,1,1,1
34037,176,9,6,9,1,0,1
99234,1001,78,4,2,0,1,1
1751,1919,79,8,20,0,1,1
50388,1668,16,7,7,0,0,0
84830,276,82,9,13,1,0,1
25151,676,10,8,6,0,1,1
27486,1824,47,9,15,0,0,0
75154,1052,4,7,17,0,0,1
16284,1357,68,5,10,1,0,1
33887,2104,63,3,5,0,0,0
21721,547,13,8,19,0,0,0
75664,1136,49,8,20,0,1,1
78084,2084,25,9,13,0,0,1
59892,2041,71,9,20,0,1,1
45353,439,68,8,12,0,1,1
34151,1753,6,9,3,0,1,1
49911,1616,15,2,19,1,0,0
30547,1850,54,2,19,0,1,0
84030,1601,77,5,10,0,0,1
30354,1664,55,5,17,1,1,1
84145,307,3,5,0,1,1,1
57518,619,99,4,11,1,1,1
14572,1133,47,4,17,1,0,0
3571,1396,16,1,6,1,1,1
95904,2405,35,6,11,0,0,1
8429,2229,69,3,0,0,0,0
34965,1380,79,2,21,0,0,0
46950,1700,92,7,3,1,1,1
54320,2116,99,3,17,0,1,0
93908,2340,37,3,14,0,1,1
6497,181,61,7,2,1,1,1
98009,2482,47,0,6,1,0,1
35625,1488,9,8,5,0,1,1
53172,914,35,6,14,1,0,1
90206,1558,28,1,14,0,0,0
83920,2114,77,5,5,1,1,1
84630,1045,3,7,7,0,1,1
23384,1636,43,4,7,0,0,0
61430,2432,55,5,21,0,0,0
83469,1639,41,9,0,1,1,1
25222,1583,99,7,12,1,1,1
70653,2087,12,5,22,1,1,1
82006,1309,45,8,23,1,0,1
94888,822,81,8,20,0,0,1
62912,602,32,8,12,0,1,1
8099,1621,20,5,10,0,0,0
22536,785,79,8,3,0,0,0
43063,1212,78,2,6,1,0,0
2196,671,56,4,11,1,0,0
25379,1267,68,1,12,1,1,1
26301,1097,69,7,21,1,0,1
19815,1998,66,3,11,0,1,0
29409,101,47,5,15,1,1,1
15178,1780,75,5,5,1,0,1
56714,176,99,4,13,1,1,1
5205,238,32,0,18,0,1,0
94948,1123,35,6,15,0,1,1
2939,1978,32,9,3,0,0,0
69020,2004,30,7,4,1,1,1
43719,1538,20,0,8,0,0,0
42921,755,26,9,23,0,1,1
13593,2259,90,6,2,0,1,1
17169,1147,71,3,21,0,1,0
7631,1412,61,5,9,0,1,1
37151,140,95,8,16,0,0,0
7836,541,25,4,18,1,1,1
7810,1415,65,7,9,1,1,1
67255,270,11,4,11,0,1,0
14075,1036,21,1,22,1,0,0
62524,1891,16,3,6,0,0,0
45703,506,6,1,17,1,1,1
23352,1130,67,6,18,0,1,1
80897,2080,36,6,14,1,1,1
1531,1873,37,2,6,0,1,0
74703,1093,95,6,11,0,0,1
37581,813,10,0,21,1,0,0
92673,362,0,0,6,0,0,0
9657,1457,24,8,9,1,1,1
75071,929,41,5,23,0,1,1
262,100,51,4,21,0,1,0
34842,1682,23,5,19,0,1,1
19775,2057,52,5,9,0,0,0
74097,1053,55,0,22,1,0,1
17115,921,62,4,4,1,0,0
50157,2438,80,8,17,1,1,1
32691,632,7,3,8,1,1,1
93683,682,58,2,15,1,1,1
9933,2205,44,0,6,0,1,0
7996,2383,26,1,9,0,1,0
33072,2308,51,2,4,1,0,0
49833,2130,17,3,6,0,1,0
41900,754,90,6,4,1,1,1
96144,1465,85,5,14,0,0,1
5447,720,15,7,18,1,0,1
59163,75,65,8,9,0,1,1
95950,1294,4,5,7,0,0,1
2743,1923,81,6,23,1,1,1
40885,62,2,3,8,0,1,0
18781,874,90,1,10,1,0,0
50126,320,80,8,21,0,1,1
15992,2150,79,8,1,1,1,1
47399,1453,69,3,2,0,1,0
17173,874,6,2,12,1,0,0
30782,1746,49,9,10,0,0,0
97898,2303,13,5,9,0,0,1
96994,1556,37,2,14,1,0,1
14389,112,78,0,5,1,1,1
8027,461,46,3,0,1,0,0
48430,887,32,0,13,1,1,1
66807,1116,42,1,17,0,0,0
77554,1076,90,2,23,0,0,0
65528,520,28,7,10,0,1,1
50701,812,56,9,7,0,0,0
77565,2284,4,3,21,0,0,0
2639,1925,92,3,2,1,1,1
22769,1605,95,9,13,1,0,1
71068,927,59,8,1,1,1,1
20744,557,69,6,15,1,0,1
18845,2282,1,1,5,1,1,1
28328,1056,69,2,0,0,0,0
34621,579,42,3,13,0,1,0
97339,542,3,3,9,1,0,1
27028,2162,55,9,5,1,1,1
18422,2252,92,7,8,1,0,1
57814,1053,58,9,6,0,0,0
87996,474,88,9,1,1,0,1
62392,2301,8,5,10,1,1,1
29155,905,2,2,13,1,1,1
42991,1946,89,8,4,0,0,0
82012,386,47,9,8,1,0,1
6688,62,42,7,6,0,0,0
90636,515,90,8,13,1,0,1
6404,430,99,4,15,1,0,0
7445,580,95,2,21,0,0,0
29400,1561,0,3,15,0,0,0
24359,1165,56,4,6,1,0,0
91106,1324,52,8,9,1,0,1
88653,2359,15,8,20,0,0,1
15452,471,50,2,5,0,1,0
33465,1417,74,6,16,1,1,1
19546,1666,89,5,0,0,0,0
2436,1469,54,3,1,0,0,0
62132,809,0,4,13,1,0,0
75515,172,89,9,3,1,1,1
97952,31,27,1,8,1,1,1
98976,47,52,6,22,0,0,1
7621,130,57,3,5,1,0,0
71807,2400,72,1,16,1,0,1
23581,978,59,5,20,0,1,1
18574,1646,58,1,10,1,1,1
46860,1605,21,9,3,0,1,1
55818,58,7,1,20,0,1,0
44729,1130,48,6,8,1,0,1
45332,1354,41,0,15,1,0,0
86644,768,26,6,2,0,0,1
67269,683,38,9,3,1,0,1
50769,2009,82,4,23,0,0,0
78121,2334,24,0,2,0,1,1
69284,1791,37,5,12,1,0,1
48045,1478,84,6,18,1,0,1
13240,886,23,0,20,0,1,0
83557,397,23,8,0,0,0,1
14457,1539,59,6,22,1,0,1
68773,2074,82,0,22,0,0,0
65733,313,49,2,5,0,1,0
77043,2174,65,4,21,0,0,0
96211,1589,13,3,2,1,1,1
78358,1222,52,1,2,0,1,1
13024,811,31,0,15,0,1,0
69386,2236,95,3,9,1,1,1
93369,2033,91,6,16,0,0,1
74171,1508,47,3,6,0,1,1
57426,450,38,8,12,1,0,1
90123,1895,39,7,10,1,1,1
30751,1378,41,7,9,1,0,1
70302,597,76,4,6,1,0,1
48877,2148,75,0,23,1,0,0
17094,616,7,8,5,0,0,0
67363,948,78,1,23,0,0,0
59734,1582,25,5,0,1,0,1
10900,556,11,9,16,0,0,0
37923,278,42,4,11,1,0,0
63978,2014,50,9,3,0,0,0
18808,491,90,7,2,0,0,0
12919,255,81,2,5,0,1,0
75005,2429,99,5,15,1,0,1
63970,892,62,5,12,1,0,1
9383,542,48,9,8,1,0,1
30673,1288,26,2,10,0,1,0
78807,1634,8,6,19,1,1,1
31033,825,38,3,20,0,0,0
5874,1353,64,4,12,0,0,0
72155,281,70,8,22,1,1,1
11083,1299,89,5,18,0,0,0
96568,773,70,9,2,0,0,1
96434,328,6,3,11,0,1,1
18233,2259,71,7,18,1,1,1
15039,923,79,8,7,1,0,1
881,552,66,9,13,1,0,1
56800,2074,9,4,21,0,0,0
27724,2075,70,1,8,0,1,0
6923,702,84,5,23,1,0,1
18589,1920,52,7,16,0,0,0
40061,2461,94,4,5,1,1,1
29218,167,86,0,3,1,0,0
81916,169,56,7,3,1,0,1
22363,229,90,8,18,1,0,1
13665,2003,85,0,11,0,0,0
20454,367,26,7,1,0,1,1
43051,528,53,9,16,0,1,1
91279,791,3,1,14,1,1,1
23748,524,87,3,9,0,0,0
50829,1096,22,1,2,1,0,0
42071,1669,47,1,19,1,0,0
18758,2154,82,9,3,1,0,1
21353,1909,41,2,21,0,1,0
64266,1306,2,7,0,1,0,1
48663,133,90,3,0,0,0,0
26490,2317,2,6,17,0,0,0
88764,1643,27,9,3,0,1,1
51678,1889,62,2,22,0,0,0
79125,1771,80,9,21,0,0,1
32758,18,30,2,14,0,0,0
6952,1778,9,1,22,0,0,0
95086,117,48,5,20,0,0,1
2651,798,85,5,21,1,1,1
72047,1712,93,0,9,1,0,1
61101,753,20,6,16,0,0,0
49259,2470,99,3,21,0,0,0
51807,1393,52,2,11,0,0,0
33343,2098,86,7,19,0,0,0
21900,678,75,1,11,0,1,0
